,id,room_type,price,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,cancellation_policy,Wifi,Heating,Kitchen,Essentials,Washer,Smoke detector,Hangers,Hair dryer,TV,Iron,Shampoo,Laptop friendly workspace,Hot water,Elevator,Family/kid friendly,Internet,Dryer,Refrigerator,Bed linens,Dishes and silverware,Cable TV,Cooking basics,Coffee maker
28062,17080399,0,134,1,1,90,16,6,1.5,3.0,4.0,4,179.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
28064,17081025,0,150,1,3,100,1,7,1.0,4.0,4.0,4,80.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
28066,17081913,0,110,36,3,100,1,4,1.0,1.0,2.0,4,55.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0
28067,17083728,0,105,5,3,100,1,4,1.0,1.0,2.0,4,65.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
28071,17092691,0,55,1,2,90,1,2,1.0,0.0,2.0,4,20.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
28074,17093783,0,300,37,3,100,1,6,2.0,2.0,3.0,4,90.0,3,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1
28076,17100053,0,59,1,3,100,1,1,1.0,1.0,1.0,4,50.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
28077,17100867,0,55,1,2,100,1,2,1.0,0.0,0.0,4,15.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1
28078,17101218,0,74,1,2,100,1,2,1.5,1.0,2.0,4,10.0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
28081,17103740,0,90,1,1,100,1,2,1.0,1.0,1.0,4,30.0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
28083,17104374,0,45,1,1,100,1,2,1.0,0.0,1.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0
28086,17106064,0,90,1,2,100,1,2,1.0,0.0,1.0,3,10.0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
28088,17108772,1,43,1,3,100,1,2,1.0,1.0,1.0,4,35.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0
28089,17112952,0,55,1,2,100,1,2,1.0,0.0,2.0,4,30.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
28090,17113455,1,89,2,1,100,1,2,1.0,0.0,0.0,4,50.0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
28091,17113977,0,53,4,1,83,6,2,1.0,0.0,1.0,4,9.0,3,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
28092,17114183,0,109,1,2,100,1,4,1.0,1.0,2.0,4,20.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
28094,17115075,0,90,1,3,100,1,2,1.0,0.0,1.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
28095,17115589,0,498,1,3,100,6,7,1.0,2.0,3.0,4,96.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
28099,17118376,0,450,1,1,100,1,5,1.0,3.0,4.0,4,75.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
28100,17118779,0,100,1,2,100,1,4,1.0,1.0,2.0,4,30.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
28103,17119594,0,270,1,2,100,6,6,2.0,4.0,4.0,4,30.0,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
28105,17120497,0,120,1,3,100,1,2,1.0,0.0,1.0,4,20.0,3,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
28108,17121405,0,150,1,2,100,1,5,2.0,2.0,3.0,4,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
28109,17121450,0,98,1,2,100,1,4,1.0,2.0,3.0,4,60.0,3,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
28110,17121521,0,92,1,2,100,1,6,1.0,2.0,4.0,4,55.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1
28111,17121670,0,160,1,3,100,1,5,1.0,3.0,0.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
28112,17121675,0,90,1,3,100,1,2,1.0,0.0,1.0,4,35.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
28115,17122126,0,69,1,1,90,1,5,1.0,2.0,2.0,4,60.0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28118,17123065,0,140,1,3,100,1,6,1.0,3.0,4.0,4,85.0,3,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
28121,17128034,0,150,1,0,0,1,2,1.0,1.0,1.0,4,60.0,3,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
28122,17128444,0,125,1,3,100,1,4,1.0,1.0,2.0,4,85.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
28124,17129125,0,90,1,3,100,1,4,1.0,0.0,2.0,4,59.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
28127,17129936,0,140,1,3,100,1,5,1.0,2.0,3.0,4,35.0,3,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1
28128,17130686,0,278,2,2,100,1,3,1.0,1.0,2.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
28130,17132314,0,178,2,2,100,1,2,1.0,1.0,1.0,4,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
28131,17132406,0,580,1,3,100,1,6,2.5,3.0,5.0,4,100.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
28132,17132502,0,80,1,3,100,21,2,0.5,1.0,1.0,4,20.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
28133,17132667,0,100,1,2,100,1,2,1.0,1.0,2.0,4,60.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
28134,17132830,0,65,1,3,100,1,2,1.0,1.0,1.0,4,12.0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
28136,17134085,0,49,1,3,100,1,1,1.5,1.0,1.0,4,10.0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
28139,17137066,0,150,60,3,100,1,4,1.0,1.0,1.0,4,70.0,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
28140,17137238,0,100,1,1,100,1,4,1.0,1.0,2.0,4,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
28144,17138818,0,119,1,2,90,1,1,1.0,0.0,1.0,4,10.0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
28146,17140548,0,50,1,1,100,1,2,1.0,0.0,1.0,4,39.0,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
28148,17143076,0,232,1,2,100,1,6,1.0,2.0,4.0,4,134.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0
28151,17145768,0,49,1,1,80,1,2,1.0,1.0,1.0,4,12.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
28155,17148053,1,49,2,0,0,1,1,1.0,1.0,1.0,4,0.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28159,17151199,0,119,76,3,98,19,4,1.0,1.0,2.0,4,20.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
28160,17151343,0,55,1,3,92,1,2,1.0,1.0,0.0,4,15.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1
28161,17151408,0,194,2,3,100,1,6,1.0,2.0,3.0,4,84.0,3,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
28166,17156045,0,99,1,3,100,1,2,1.0,1.0,1.0,4,35.0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0
28167,17156103,1,100,1,3,100,16,4,1.0,1.0,2.0,4,34.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
28168,17162227,1,41,2,2,100,1,3,1.0,1.0,2.0,4,4.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
28169,17162975,0,72,1,1,100,1,2,1.0,0.0,2.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
28170,17162996,1,46,1,2,100,1,1,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0
28173,17163195,1,45,1,3,100,10,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1
28174,17163408,0,79,74,3,100,1,2,1.0,1.0,1.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28175,17163973,0,165,1,3,100,1,4,1.0,1.0,2.0,4,40.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
28176,17165357,1,40,1,3,100,1,2,1.5,1.0,1.0,4,10.0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
28177,17165400,0,50,1,2,100,1,2,1.0,1.0,1.0,4,50.0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
28179,17166801,0,79,1,3,100,1,4,1.0,1.0,1.0,4,50.0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
28180,17167612,0,85,1,3,100,1,2,1.0,0.0,1.0,4,15.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
28181,17167649,0,255,300,1,85,1,2,1.5,1.0,1.0,4,200.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
28182,17167735,0,140,1,0,0,1,7,1.5,3.0,4.0,4,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
28183,17167778,0,55,1,3,100,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
28184,17168052,0,99,96,3,100,1,2,1.5,1.0,2.0,4,80.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
28188,17168979,0,69,11,3,100,1,5,1.5,2.0,4.0,4,55.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28190,17170060,0,200,61,1,78,1,2,1.0,1.0,2.0,4,72.0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
28191,17170480,0,135,1,2,100,1,2,1.0,1.0,2.0,4,45.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
28192,17171776,0,97,1,1,100,1,2,1.0,0.0,0.0,4,25.0,3,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0
28193,17172282,1,100,1,3,100,1,2,1.5,1.0,1.0,4,20.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
28194,17172292,0,75,1,2,100,1,2,1.0,0.0,1.0,4,20.0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
28197,17180415,0,60,1,3,100,1,2,1.0,0.0,1.0,4,49.0,3,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
28198,17180482,0,134,25,3,100,1,9,1.0,2.0,6.0,4,90.0,5,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
28199,17180871,0,85,1,2,100,6,3,1.5,2.0,2.0,4,30.0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
28200,17181090,0,99,96,3,100,1,4,1.0,1.0,2.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
28201,17182584,0,79,1,3,100,1,4,1.0,1.0,2.0,4,55.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1
28204,17185041,0,350,1,1,80,16,7,3.0,5.0,5.0,4,100.0,3,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
28205,17186194,0,320,9,3,99,1,10,2.5,4.0,5.0,4,60.0,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
28206,17186725,0,79,1,3,100,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
28207,17189572,0,210,3,1,100,1,5,1.0,2.0,3.0,4,50.0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
28208,17190320,0,44,1,3,100,10,1,1.5,1.0,1.0,4,25.0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
28209,17193172,0,62,1,3,100,1,2,1.0,1.0,1.0,4,0.0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1
28210,17194579,0,110,1,1,100,1,4,1.0,1.0,2.0,4,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
28214,17205728,0,50,1,0,33,1,2,1.5,1.0,2.0,4,24.0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
28215,17205733,0,110,13,2,96,1,3,1.0,1.0,1.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
28216,17205789,0,70,1,2,100,1,4,1.5,1.0,2.0,4,40.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
28220,17210929,0,97,2,3,100,1,3,1.0,1.0,1.0,4,37.0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
28221,17213604,0,315,1,1,100,1,5,2.0,3.0,3.0,4,200.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
28223,17214811,0,96,1,3,100,1,4,1.0,1.0,2.0,4,50.0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0
28224,17215687,1,45,3,2,100,1,2,1.0,1.0,1.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
28225,17215911,0,120,1,2,100,1,4,1.0,2.0,2.0,4,75.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
28227,17216267,0,80,1,1,100,1,3,1.0,1.0,2.0,4,5.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
28229,17216800,0,60,1,3,90,1,2,1.0,0.0,1.0,3,20.0,3,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
28230,17216981,0,75,1,2,100,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
28238,17222435,0,225,1,3,100,1,4,2.5,2.0,3.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
28239,17226215,0,95,1,1,100,1,2,1.0,1.0,1.0,4,40.0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
28245,17231407,0,130,1,2,100,1,4,1.0,1.0,2.0,4,40.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
28248,17233447,0,45,1,2,100,1,2,1.0,0.0,1.0,4,20.0,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
28259,17249132,0,120,1,1,90,1,4,1.0,2.0,3.0,4,10.0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
28267,17259365,0,179,15,3,100,1,6,2.0,3.0,3.0,4,120.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
28269,17259802,0,141,2,3,90,1,6,1.0,3.0,4.0,4,50.0,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
28270,17259832,0,69,11,3,100,1,2,1.0,0.0,1.0,4,40.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
28271,17260235,0,55,1,0,33,1,2,1.0,1.0,1.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
28275,17260787,0,129,33,3,94,1,6,1.5,2.0,3.0,4,45.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0
28276,17261642,0,49,2,3,100,1,2,1.0,1.0,1.0,4,25.0,3,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1
28277,17261850,0,309,1,3,100,1,5,2.0,3.0,3.0,4,100.0,3,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
28278,17262106,0,212,13,2,100,1,6,2.0,2.0,2.0,4,100.0,3,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0
28279,17262381,0,110,1,2,100,1,5,1.0,1.0,3.0,4,75.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
28282,17262805,0,110,1,1,100,1,2,1.0,1.0,2.0,4,35.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
28286,17265187,0,35,1,3,100,1,2,1.0,0.0,1.0,4,25.0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1
28287,17265381,0,54,1,3,100,1,2,1.0,1.0,1.0,4,30.0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
28288,17266239,0,110,1,3,100,16,2,1.0,1.0,1.0,4,30.0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1
28291,17274416,0,100,2,3,100,1,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
28292,17275045,0,47,1,1,100,1,3,1.0,1.0,2.0,4,20.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28294,17275720,0,90,1,3,90,1,4,1.0,2.0,3.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
28295,17275868,0,119,1,3,100,1,4,1.0,1.0,1.0,4,0.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
28296,17276230,0,190,1,3,100,1,4,1.0,3.0,3.0,4,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
28299,17277636,0,110,1,1,60,16,2,1.0,1.0,1.0,4,25.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
28302,17278354,1,69,5,3,98,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
28303,17278411,1,45,1,2,100,1,2,1.5,1.0,1.0,4,5.0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
28306,17278667,1,9,5,3,98,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1
28307,17278756,1,9,5,3,98,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
28308,17278894,1,9,5,3,98,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1
28309,17279237,1,9,5,3,98,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
28311,17279707,0,530,69,3,100,1,2,1.0,1.0,1.0,4,50.0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
28312,17279978,0,55,1,2,100,1,2,1.0,1.0,1.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28314,17280048,1,50,1,2,100,13,2,1.0,1.0,1.0,4,30.0,3,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1
28315,17280509,0,80,9,3,99,1,2,1.5,1.0,1.0,4,35.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
28316,17280923,0,160,1,3,100,16,7,2.0,2.0,4.0,4,30.0,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
28318,17282312,0,55,1,3,100,1,2,1.0,1.0,2.0,4,10.0,3,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28320,17283640,0,70,1,3,100,1,2,1.0,1.0,2.0,4,15.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28322,17283914,0,44,1,1,86,1,2,1.0,0.0,0.0,4,15.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
28323,17287264,0,180,2,2,100,1,4,1.0,1.0,2.0,4,50.0,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1
28324,17291175,0,70,1,3,70,1,2,1.0,1.0,1.0,4,30.0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
28325,17292670,0,100,2,2,100,1,4,1.0,1.0,2.0,4,45.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
28326,17294140,1,95,10,3,100,12,2,1.0,1.0,2.0,4,9.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28329,17295267,0,79,1,3,100,1,3,1.0,1.0,2.0,4,45.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
28330,17295486,0,210,179,1,85,1,5,2.0,3.0,3.0,4,105.0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
28331,17296753,0,170,1,3,100,1,4,1.0,1.0,2.0,4,69.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
28332,17297000,0,60,1,3,100,1,2,1.0,1.0,1.0,4,52.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0
28333,17298430,0,160,19,3,100,1,4,1.0,2.0,2.0,4,70.0,3,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0
28334,17298973,0,150,1,3,100,1,6,2.5,3.0,4.0,4,108.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
28336,17299059,0,75,1,1,100,1,2,1.5,1.0,1.0,4,35.0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28337,17299589,0,59,1,1,80,9,2,1.0,1.0,1.0,4,15.0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
28339,17299888,0,110,1,3,100,1,2,1.0,1.0,1.0,4,30.0,3,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
28342,17301224,0,79,74,3,100,16,3,1.0,1.0,2.0,4,50.0,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
28343,17301700,0,160,2,2,100,1,4,1.0,2.0,3.0,4,30.0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
28345,17301937,0,50,1,1,50,1,2,1.0,1.0,1.0,4,15.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
28346,17302467,0,180,1,1,100,1,4,1.0,1.0,2.0,4,60.0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
28347,17302485,0,180,16,2,90,19,4,1.0,2.0,2.0,4,0.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
28356,17310314,0,94,1,2,100,1,2,1.0,1.0,1.0,4,25.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
28357,17312425,1,160,10,3,100,12,2,1.0,1.0,1.0,4,9.0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28358,17313350,0,150,19,3,100,1,5,1.0,2.0,4.0,4,100.0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0
28359,17314737,0,210,51,1,80,1,5,2.0,3.0,3.0,4,105.0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
28363,17318014,0,80,1,3,100,1,2,1.0,1.0,2.0,4,60.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
28367,17324176,1,95,10,3,100,12,2,1.0,1.0,2.0,4,9.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
