,id,room_type,price,minimum_nights_x,number_of_reviews,reviews_per_month,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,minimum_nights_y,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,group
38984.0,23126792.0,0.0,131.0,1.0,6.0,0.45,37.0,3.0,99.0,1.0,2.0,1.0,1.0,1.0,4.0,60.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,90.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0,1.0
38988.0,23134682.0,0.0,380.0,2.0,4.0,0.5,41.0,3.0,100.0,1.0,4.0,1.0,2.0,2.0,4.0,75.0,2.0,1125.0,1.0,4.0,1125.0,1125.0,75.0,9.0,8.0,9.0,8.0,9.0,9.0,1.0,3.0
38989.0,23136589.0,0.0,70.0,1.0,4.0,0.28,1.0,1.0,100.0,1.0,3.0,1.5,1.0,1.0,4.0,50.0,1.0,15.0,1.0,1.0,15.0,15.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
38992.0,23136950.0,0.0,49.0,15.0,2.0,0.2,1.0,3.0,100.0,1.0,2.0,1.0,1.0,0.0,4.0,35.0,15.0,30.0,15.0,15.0,30.0,30.0,90.0,10.0,8.0,10.0,10.0,10.0,8.0,1.0,3.0
38993.0,23137166.0,0.0,80.0,4.0,21.0,1.43,1.0,3.0,100.0,6.0,6.0,1.0,3.0,4.0,4.0,50.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,90.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,3.0
38996.0,23138478.0,0.0,125.0,2.0,60.0,4.04,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,30.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
38997.0,23139084.0,0.0,295.0,5.0,1.0,0.11,87.0,2.0,95.0,1.0,4.0,2.0,2.0,2.0,4.0,0.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0
38998.0,23139160.0,0.0,140.0,2.0,63.0,4.21,1.0,3.0,94.0,1.0,6.0,1.0,2.0,3.0,4.0,45.0,2.0,1124.0,1.0,4.0,1124.0,1124.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,2.0,1.0
38999.0,23139371.0,0.0,65.0,1.0,4.0,0.27,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,69.0,1.0,120.0,1.0,1.0,120.0,120.0,80.0,10.0,8.0,10.0,8.0,9.0,7.0,2.0,3.0
39000.0,23140737.0,0.0,239.0,2.0,26.0,1.88,1.0,3.0,100.0,13.0,6.0,2.0,3.0,3.0,4.0,120.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,91.0,9.0,9.0,9.0,10.0,9.0,9.0,3.0,3.0
39001.0,23141178.0,0.0,200.0,2.0,18.0,1.2,1.0,3.0,100.0,1.0,4.0,1.5,2.0,2.0,4.0,60.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39006.0,23142215.0,0.0,80.0,4.0,6.0,2.4,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,40.0,4.0,90.0,4.0,4.0,90.0,90.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,1.0
39009.0,23144339.0,0.0,40.0,3.0,7.0,0.79,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,30.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.0,1.0
39011.0,23144816.0,0.0,50.0,1.0,21.0,1.75,1.0,3.0,90.0,1.0,2.0,1.0,0.0,1.0,4.0,10.0,1.0,1125.0,1.0,5.0,1125.0,1125.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,1.0
39012.0,23145158.0,0.0,40.0,4.0,7.0,0.46,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,4.0,15.0,4.0,4.0,15.0,15.0,100.0,10.0,10.0,10.0,9.0,10.0,9.0,0.0,1.0
39017.0,23151425.0,0.0,145.0,2.0,21.0,1.73,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,1.0
39018.0,23153121.0,0.0,109.0,3.0,32.0,2.16,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,3.0,15.0,3.0,3.0,15.0,15.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,1.0
39020.0,23155218.0,0.0,49.0,7.0,12.0,1.01,1.0,2.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,45.0,7.0,30.0,7.0,7.0,30.0,30.0,93.0,10.0,9.0,10.0,9.0,10.0,9.0,1.0,1.0
39021.0,23155591.0,0.0,150.0,3.0,8.0,0.58,24.0,3.0,100.0,18.0,2.0,1.0,1.0,1.0,4.0,70.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
39022.0,23155762.0,0.0,100.0,2.0,28.0,1.91,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,59.0,2.0,60.0,2.0,2.0,60.0,60.0,96.0,10.0,10.0,10.0,9.0,10.0,9.0,2.0,1.0
39024.0,23156892.0,0.0,85.0,2.0,16.0,1.09,1.0,3.0,100.0,1.0,4.0,1.0,0.0,1.0,4.0,30.0,2.0,20.0,2.0,2.0,20.0,20.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
39029.0,23158726.0,1.0,65.0,3.0,51.0,3.38,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,15.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
39034.0,23160237.0,0.0,99.0,3.0,21.0,1.56,1.0,1.0,80.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,86.0,9.0,8.0,10.0,10.0,10.0,8.0,0.0,1.0
39035.0,23162083.0,0.0,75.0,2.0,15.0,1.06,1.0,1.0,80.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,2.0,8.0,2.0,2.0,8.0,8.0,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.0,1.0
39036.0,23162122.0,0.0,33.0,3.0,9.0,0.74,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,15.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,1.0
39037.0,23163284.0,0.0,109.0,2.0,6.0,0.44,1.0,2.0,100.0,1.0,4.0,1.5,2.0,2.0,4.0,27.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,92.0,10.0,8.0,10.0,10.0,9.0,10.0,2.0,1.0
39039.0,23164261.0,0.0,130.0,3.0,9.0,0.61,1.0,2.0,67.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,3.0,7.0,3.0,3.0,7.0,7.0,97.0,9.0,10.0,9.0,9.0,10.0,10.0,0.0,1.0
39040.0,23165653.0,0.0,90.0,4.0,29.0,2.09,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39047.0,23167455.0,0.0,150.0,2.0,30.0,2.09,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,50.0,2.0,1125.0,2.0,5.0,1125.0,1125.0,95.0,10.0,10.0,9.0,10.0,10.0,9.0,1.0,1.0
39050.0,23171466.0,0.0,637.0,7.0,5.0,0.35,18.0,3.0,99.0,1.0,5.0,2.0,2.0,2.0,4.0,60.0,7.0,1125.0,3.0,6.0,1125.0,1125.0,85.0,8.0,8.0,8.0,8.0,10.0,8.0,2.0,3.0
39052.0,23172307.0,0.0,1273.0,1.0,1.0,0.79,18.0,3.0,99.0,1.0,4.0,1.0,1.0,1.0,4.0,60.0,1.0,1125.0,1.0,5.0,1125.0,1125.0,40.0,6.0,6.0,10.0,10.0,10.0,6.0,2.0,3.0
39053.0,23177710.0,0.0,60.0,2.0,43.0,2.95,1.0,1.0,90.0,1.0,2.0,1.0,0.0,1.0,4.0,30.0,2.0,100.0,2.0,2.0,100.0,100.0,88.0,9.0,8.0,9.0,9.0,9.0,9.0,2.0,1.0
39055.0,23178617.0,0.0,140.0,3.0,2.0,0.18,10.0,3.0,100.0,1.0,5.0,1.0,2.0,3.0,4.0,60.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0
39056.0,23178891.0,0.0,115.0,5.0,19.0,1.56,1.0,3.0,100.0,1.0,4.0,1.0,2.0,2.0,4.0,35.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,94.0,10.0,10.0,9.0,9.0,10.0,10.0,2.0,1.0
39057.0,23179060.0,0.0,400.0,2.0,26.0,1.76,41.0,3.0,100.0,1.0,8.0,3.0,4.0,5.0,4.0,100.0,2.0,1125.0,1.0,4.0,1125.0,1125.0,92.0,10.0,9.0,9.0,9.0,10.0,9.0,1.0,1.0
39059.0,23179840.0,0.0,89.0,1.0,47.0,3.35,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,40.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,1.0
39060.0,23180957.0,0.0,60.0,2.0,9.0,0.79,1.0,2.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,0.0,2.0,100.0,2.0,3.0,100.0,100.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
39062.0,23181500.0,0.0,60.0,4.0,90.0,6.18,18.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,4.0,90.0,3.0,4.0,90.0,90.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,0.0
39063.0,23182134.0,0.0,38.0,14.0,5.0,0.34,1.0,1.0,100.0,1.0,3.0,1.5,1.0,2.0,4.0,80.0,14.0,35.0,14.0,14.0,35.0,35.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,3.0
39065.0,23184112.0,0.0,150.0,2.0,13.0,0.92,1.0,3.0,100.0,1.0,7.0,1.0,3.0,4.0,4.0,30.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
39068.0,23185920.0,0.0,135.0,3.0,32.0,2.6,1.0,3.0,100.0,1.0,6.0,1.0,2.0,2.0,4.0,50.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,77.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,3.0
39070.0,23187589.0,0.0,145.0,2.0,12.0,0.81,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,10.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
39071.0,23188653.0,0.0,65.0,2.0,1.0,0.07,1.0,3.0,100.0,18.0,4.0,1.0,1.0,2.0,4.0,0.0,2.0,7.0,2.0,2.0,7.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39072.0,23193789.0,0.0,70.0,2.0,19.0,1.39,1.0,2.0,88.0,6.0,2.0,1.0,1.0,1.0,4.0,25.0,2.0,15.0,2.0,2.0,15.0,15.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39073.0,23195026.0,0.0,80.0,1.0,9.0,1.02,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,1.0,3.0,1.0,1.0,3.0,3.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
39074.0,23195743.0,0.0,69.0,3.0,14.0,0.98,96.0,3.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,80.0,3.0,1125.0,3.0,5.0,1125.0,1125.0,89.0,9.0,8.0,9.0,9.0,9.0,9.0,1.0,1.0
39075.0,23197639.0,0.0,250.0,3.0,10.0,0.76,6.0,2.0,96.0,1.0,4.0,1.0,1.0,1.0,4.0,30.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0.0,1.0
39077.0,23198890.0,0.0,78.0,5.0,14.0,1.06,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,5.0,30.0,5.0,5.0,30.0,30.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39079.0,23199584.0,0.0,320.0,1.0,81.0,5.4,1.0,3.0,100.0,1.0,7.0,2.0,2.0,4.0,4.0,50.0,1.0,1124.0,1.0,1.0,1124.0,1124.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
39082.0,23204873.0,0.0,105.0,1.0,15.0,1.13,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,81.0,9.0,8.0,9.0,9.0,10.0,8.0,1.0,3.0
39084.0,23212097.0,0.0,75.0,3.0,33.0,2.29,1.0,1.0,80.0,1.0,4.0,1.0,2.0,2.0,4.0,8.0,3.0,10.0,3.0,3.0,10.0,10.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0
39087.0,23212675.0,0.0,412.0,4.0,4.0,0.37,8.0,2.0,100.0,1.0,4.0,2.0,2.0,2.0,4.0,120.0,4.0,21.0,4.0,4.0,21.0,21.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,3.0
39089.0,23213289.0,0.0,199.0,4.0,20.0,1.39,1.0,3.0,100.0,1.0,4.0,1.5,2.0,2.0,4.0,85.0,4.0,10.0,4.0,4.0,10.0,10.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0
39091.0,23213915.0,0.0,90.0,3.0,14.0,1.16,1.0,3.0,100.0,1.0,5.0,1.0,2.0,2.0,4.0,60.0,3.0,30.0,3.0,7.0,30.0,30.0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,1.0
39092.0,23213964.0,0.0,92.0,4.0,5.0,0.52,1.0,3.0,100.0,6.0,5.0,1.0,2.0,2.0,4.0,10.0,4.0,10.0,4.0,5.0,10.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
39093.0,23214097.0,0.0,50.0,2.0,25.0,1.69,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,10.0,2.0,15.0,2.0,2.0,15.0,15.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
39095.0,23214738.0,0.0,65.0,3.0,32.0,2.14,1.0,3.0,69.0,1.0,2.0,1.0,0.0,1.0,4.0,15.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,87.0,9.0,7.0,10.0,10.0,9.0,9.0,2.0,1.0
39096.0,23214907.0,0.0,145.0,2.0,33.0,2.85,1.0,3.0,100.0,15.0,6.0,1.0,2.0,4.0,4.0,45.0,2.0,31.0,2.0,2.0,31.0,31.0,94.0,9.0,8.0,10.0,10.0,10.0,9.0,2.0,1.0
39097.0,23216401.0,0.0,50.0,3.0,35.0,2.54,1.0,1.0,100.0,1.0,4.0,1.0,0.0,2.0,4.0,30.0,3.0,30.0,3.0,3.0,30.0,30.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39099.0,23218483.0,0.0,120.0,3.0,22.0,1.56,1.0,2.0,89.0,13.0,2.0,1.0,1.0,2.0,4.0,30.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,94.0,9.0,9.0,9.0,9.0,10.0,10.0,2.0,1.0
39101.0,23218693.0,0.0,110.0,1.0,4.0,0.31,1.0,2.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,25.0,1.0,5.0,1.0,1.0,5.0,5.0,95.0,10.0,10.0,10.0,10.0,9.0,8.0,2.0,1.0
39102.0,23219245.0,1.0,70.0,1.0,73.0,4.9,3.0,3.0,96.0,1.0,2.0,1.0,1.0,1.0,4.0,40.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2.0,1.0
39103.0,23219509.0,0.0,89.0,5.0,23.0,1.66,1.0,3.0,100.0,1.0,3.0,1.0,0.0,0.0,4.0,30.0,5.0,30.0,5.0,5.0,30.0,30.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
39104.0,23220002.0,0.0,95.0,1.0,24.0,1.6,29.0,3.0,100.0,1.0,5.0,1.0,1.0,2.0,4.0,70.0,1.0,1125.0,1.0,3.0,1125.0,1125.0,85.0,9.0,9.0,10.0,9.0,9.0,8.0,4.0,3.0
39106.0,23224453.0,0.0,38.0,3.0,34.0,2.37,1.0,3.0,100.0,1.0,1.0,1.0,0.0,1.0,4.0,20.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
39108.0,23226074.0,0.0,85.0,2.0,3.0,0.22,1.0,1.0,90.0,1.0,3.0,1.0,1.0,2.0,4.0,30.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,93.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39110.0,23226378.0,1.0,70.0,1.0,97.0,6.58,3.0,3.0,96.0,1.0,2.0,1.0,0.0,1.0,4.0,40.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
39117.0,23229203.0,0.0,55.0,2.0,19.0,1.33,1.0,1.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,0.0,2.0,20.0,2.0,6.0,20.0,20.0,89.0,9.0,9.0,10.0,9.0,9.0,9.0,1.0,1.0
39118.0,23229987.0,0.0,60.0,1.0,10.0,0.69,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,98.0,9.0,9.0,10.0,10.0,8.0,9.0,1.0,1.0
39120.0,23230857.0,0.0,225.0,5.0,2.0,0.21,1.0,0.0,33.0,15.0,4.0,1.0,2.0,2.0,4.0,45.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,2.0
39123.0,23233036.0,0.0,100.0,2.0,12.0,0.84,1.0,1.0,80.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,2.0,21.0,2.0,2.0,21.0,21.0,91.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0
39124.0,23233753.0,0.0,79.0,1.0,58.0,4.07,74.0,3.0,100.0,1.0,5.0,1.0,2.0,3.0,4.0,50.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,87.0,9.0,9.0,10.0,9.0,9.0,9.0,2.0,0.0
39125.0,23233803.0,0.0,140.0,3.0,14.0,0.96,1.0,2.0,100.0,6.0,2.0,1.0,1.0,1.0,4.0,50.0,3.0,13.0,3.0,3.0,13.0,13.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
39128.0,23234743.0,0.0,85.0,2.0,60.0,4.11,5.0,3.0,97.0,1.0,4.0,1.0,0.0,2.0,4.0,15.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,82.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,1.0
39129.0,23235049.0,0.0,70.0,2.0,63.0,4.27,5.0,3.0,97.0,1.0,2.0,1.0,0.0,0.0,4.0,15.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,90.0,9.0,9.0,9.0,9.0,10.0,9.0,1.0,1.0
39130.0,23235613.0,0.0,90.0,5.0,25.0,1.92,1.0,3.0,100.0,1.0,4.0,1.0,2.0,3.0,4.0,25.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0
39132.0,23241632.0,0.0,355.0,5.0,20.0,1.34,87.0,2.0,95.0,1.0,4.0,2.5,2.0,3.0,4.0,0.0,5.0,30.0,5.0,5.0,30.0,30.0,88.0,9.0,9.0,9.0,9.0,10.0,8.0,1.0,0.0
39133.0,23241953.0,0.0,130.0,1.0,15.0,1.25,3.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,36.0,1.0,20.0,1.0,1.0,20.0,20.0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0
39134.0,23242455.0,0.0,93.0,2.0,15.0,1.28,11.0,3.0,99.0,1.0,2.0,1.0,0.0,1.0,4.0,30.0,2.0,112.0,2.0,2.0,112.0,112.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
39138.0,23244557.0,0.0,90.0,3.0,7.0,0.49,1.0,1.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,13.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,1.0
39139.0,23244712.0,1.0,90.0,4.0,21.0,1.41,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,4.0,20.0,4.0,4.0,20.0,20.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
39140.0,23244980.0,0.0,105.0,30.0,2.0,0.15,25.0,1.0,81.0,1.0,4.0,2.0,2.0,2.0,4.0,0.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,100.0,10.0,8.0,10.0,10.0,10.0,8.0,2.0,1.0
39141.0,23246080.0,0.0,280.0,1.0,29.0,2.34,1.0,3.0,100.0,1.0,4.0,2.5,2.0,3.0,4.0,80.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
39142.0,23247167.0,0.0,70.0,3.0,27.0,1.91,1.0,2.0,100.0,1.0,3.0,1.0,1.0,1.0,4.0,20.0,3.0,10.0,3.0,3.0,10.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39143.0,23247279.0,0.0,329.0,3.0,2.0,0.22,1.0,3.0,100.0,1.0,7.0,2.0,5.0,5.0,4.0,150.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,3.0
39144.0,23247534.0,0.0,58.0,4.0,17.0,1.3,3.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,90.0,9.0,9.0,10.0,10.0,10.0,8.0,2.0,1.0
39147.0,23248832.0,0.0,85.0,7.0,9.0,0.63,1.0,2.0,63.0,1.0,4.0,1.0,0.0,3.0,4.0,0.0,7.0,30.0,7.0,7.0,30.0,30.0,98.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,1.0
39148.0,23249007.0,0.0,90.0,2.0,13.0,1.62,2.0,3.0,80.0,1.0,3.0,1.0,0.0,2.0,4.0,40.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,94.0,10.0,10.0,9.0,10.0,10.0,9.0,1.0,1.0
39150.0,23250677.0,0.0,130.0,2.0,13.0,1.96,1.0,3.0,100.0,1.0,6.0,1.0,3.0,3.0,4.0,60.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
39151.0,23250943.0,0.0,60.0,5.0,27.0,1.92,1.0,2.0,90.0,1.0,2.0,1.0,1.0,2.0,4.0,30.0,5.0,30.0,5.0,5.0,30.0,30.0,91.0,9.0,9.0,10.0,9.0,10.0,9.0,0.0,1.0
39153.0,23252666.0,1.0,39.0,1.0,6.0,0.41,2.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0.0,1.0
39155.0,23254337.0,0.0,199.0,2.0,23.0,1.7,74.0,3.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,50.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,0.0
39157.0,23260028.0,0.0,200.0,4.0,16.0,2.11,1.0,2.0,100.0,13.0,4.0,1.0,1.0,2.0,4.0,40.0,4.0,50.0,4.0,4.0,50.0,50.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
39159.0,23260729.0,0.0,60.0,3.0,25.0,1.83,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,20.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
39160.0,23261668.0,0.0,110.0,3.0,18.0,1.39,1.0,3.0,100.0,1.0,5.0,1.0,1.0,1.0,4.0,45.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,0.0,3.0
39165.0,23263792.0,0.0,35.0,1.0,20.0,1.35,1.0,1.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,20.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
39168.0,23268911.0,0.0,340.0,4.0,6.0,0.43,1.0,3.0,100.0,1.0,6.0,2.5,3.0,5.0,4.0,120.0,4.0,21.0,2.0,4.0,21.0,21.0,93.0,10.0,9.0,9.0,10.0,10.0,10.0,2.0,3.0
39172.0,23270822.0,1.0,64.0,2.0,30.0,2.07,1.0,2.0,80.0,1.0,2.0,1.0,1.0,0.0,4.0,25.0,2.0,15.0,1.0,2.0,15.0,15.0,92.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,1.0
39173.0,23271540.0,0.0,65.0,2.0,18.0,1.23,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,10.0,2.0,1124.0,2.0,2.0,1124.0,1124.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
39174.0,23272710.0,0.0,65.0,2.0,3.0,0.42,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,15.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,1.0
39175.0,23273212.0,0.0,302.0,2.0,18.0,1.47,1.0,2.0,100.0,1.0,4.0,1.0,2.0,2.0,4.0,60.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
39179.0,23274262.0,0.0,145.0,2.0,29.0,2.0,1.0,3.0,80.0,1.0,2.0,1.5,1.0,1.0,4.0,50.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,93.0,10.0,8.0,9.0,9.0,10.0,10.0,2.0,1.0
39181.0,23279201.0,0.0,61.0,1.0,2.0,0.14,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,49.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,50.0,6.0,5.0,6.0,6.0,10.0,8.0,1.0,3.0
