,id,room_type,price,calculated_host_listings_count,latitude,longitude,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,cancellation_policy,Wifi,Heating,Kitchen,Essentials,Washer,Smoke detector,Hangers,Hair dryer,TV,Iron,Shampoo,Laptop friendly workspace,Hot water,Elevator,Family/kid friendly,Internet,Dryer,Refrigerator,Bed linens,Dishes and silverware,Cable TV,Cooking basics,Coffee maker,label
46204,27325523,0,90,1,48.85579,2.37745,3,80,1,2,1,0,1,4,0,3,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46205,27325632,0,60,1,48.876,2.29276,3,100,1,2,1,0,1,4,20,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46206,27325836,0,66,1,48.85228,2.3568,3,100,1,2,1,0,1,4,49,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
46207,27325973,0,90,1,48.89436,2.33852,3,100,1,2,1,1,1,4,30,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
46208,27326431,0,75,1,48.86694,2.3972,3,100,1,2,1,1,1,4,30,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46213,27328719,0,130,1,48.88744,2.31818,3,100,1,3,1,1,2,4,40,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
46215,27329737,0,69,1,48.8475,2.2836,3,100,1,2,1,1,1,4,15,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46217,27330569,0,100,1,48.83111,2.32845,3,90,1,2,1,1,0,4,60,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
46219,27331032,0,75,1,48.85089,2.38866,3,100,1,2,1,1,1,4,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46220,27331195,0,129,2,48.85662,2.35802,0,40,1,4,1,1,1,4,35,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46221,27331507,0,60,1,48.84675,2.40483,1,100,1,2,1,1,1,4,40,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
46222,27331518,0,77,1,48.83521,2.31027,3,100,1,4,1,1,1,4,55,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
46224,27331726,0,175,1,48.85106,2.35246,2,100,1,3,1,2,3,1,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
46225,27332156,0,170,1,48.8868,2.32917,1,67,1,4,1,2,2,4,0,3,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
46226,27333224,0,119,1,48.86753,2.28903,3,100,1,4,1,1,2,4,45,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
46227,27333414,0,300,1,48.8723,2.28201,2,100,1,6,1,2,4,4,60,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2
46229,27334346,0,100,1,48.84274,2.31729,2,100,1,2,1,1,1,4,50,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0
46230,27335137,0,165,1,48.87374,2.33024,3,100,1,4,1,1,1,4,55,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
46233,27336411,0,350,1,48.89138,2.33733,3,100,13,10,4.5,6,7,4,77,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,2
46235,27337261,0,56,1,48.8588,2.35394,1,60,1,2,1,0,1,4,39,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46236,27343921,0,105,18,48.8709,2.35394,3,100,1,4,1,1,2,4,0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0
46240,27348722,0,80,3,48.85168,2.34612,3,100,1,2,1,0,1,4,70,3,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46242,27348872,0,146,1,48.85863,2.36675,1,100,1,2,1,1,1,4,58,3,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0
46243,27349505,1,85,1,48.88325,2.3013,3,100,1,2,1,1,1,4,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46244,27351116,0,399,18,48.8677,2.35495,3,97,1,6,1,1,3,4,35,4,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,2
46245,27351468,0,178,37,48.85243,2.27147,3,99,1,6,1,3,3,4,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,2
46246,27351717,0,45,1,48.88929,2.32933,2,83,1,2,1,1,1,4,8,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0
46248,27352273,0,58,1,48.88662,2.39189,3,100,1,2,1,0,1,4,48,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0
46250,27353131,0,50,1,48.87182,2.35861,3,100,1,3,1,1,2,4,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
46251,27353841,0,257,153,48.86573,2.36436,3,99,1,5,2,2,3,4,75,3,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1
46252,27353870,0,100,1,48.89501,2.34929,1,64,1,3,1,1,2,4,20,3,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0
46253,27353873,0,262,153,48.84702,2.26066,3,99,1,8,1,3,5,4,75,3,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
46254,27353970,0,59,17,48.88038,2.33797,3,98,1,2,1,0,1,4,15,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46255,27353993,0,176,153,48.88336,2.32999,3,99,1,4,1,2,3,4,150,3,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1
46256,27354033,0,282,153,48.85669,2.39062,3,99,1,7,2,3,4,4,75,3,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1
46258,27355214,0,85,27,48.86838,2.34692,3,96,1,4,1,1,2,4,80,3,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
46259,27356504,0,50,1,48.84051,2.39142,3,100,6,4,1,1,2,4,30,3,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
46260,27357173,0,80,1,48.87828,2.37465,3,100,1,4,1,1,1,4,45,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
46263,27358686,0,65,10,48.88251,2.36557,3,100,1,4,1,1,1,4,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46264,27359319,0,425,282,48.85818,2.34982,3,98,19,4,1,2,3,4,150,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
46265,27359604,0,49,1,48.86636,2.37775,3,100,1,2,1,0,1,4,45,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0
46266,27360156,0,78,1,48.83618,2.39958,0,0,1,2,1,1,1,4,35,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46268,27360870,0,109,10,48.86686,2.34681,3,100,1,4,1,1,1,4,60,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46269,27361265,0,65,10,48.86643,2.34721,3,100,1,2,1,0,0,4,39,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46271,27361449,0,100,10,48.86629,2.34729,3,100,1,3,1,0,0,4,49,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46272,27361620,2,40,5,48.84449,2.4016,3,100,1,2,1,1,1,4,10,3,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0
46273,27361694,0,110,10,48.86545,2.34904,3,100,1,4,1,0,0,4,49,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46274,27361776,0,69,2,48.87216,2.37214,1,80,1,4,1,2,2,4,15,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46276,27362213,0,150,1,48.84271,2.35224,0,25,1,3,1,1,1,4,20,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
46279,27362954,0,96,1,48.89079,2.33239,3,100,1,4,1,2,1,4,68,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0
46280,27363536,2,40,5,48.8425,2.4022,3,100,1,2,1,1,1,4,10,3,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0
46281,27363622,0,70,2,48.89157,2.37894,3,100,6,7,1,2,3,4,10,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
46282,27363996,1,38,2,48.87156,2.37156,1,80,1,2,1,1,1,4,10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46283,27364754,0,55,1,48.86239,2.36055,3,100,1,1,1,0,1,4,35,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
46284,27366037,1,74,2,48.86858,2.34916,1,70,1,2,1,1,1,4,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
46290,27369205,1,40,1,48.86335,2.37927,3,100,1,2,1,1,1,4,10,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
46292,27375762,0,80,5,48.85753,2.36007,2,86,1,4,1,0,3,4,25,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46293,27375964,1,35,1,48.85113,2.3823,1,67,1,2,1,2,2,4,5,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46295,27377787,0,80,1,48.87006,2.3475,3,100,1,2,1,1,1,4,20,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46300,27380701,0,75,27,48.86978,2.34728,3,96,1,2,1,0,1,4,60,3,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
46301,27381097,0,90,1,48.85434,2.39737,2,100,1,4,1,1,2,4,40,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
46304,27382508,0,71,1,48.83473,2.39694,3,100,1,4,1,1,2,4,55,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
46305,27382551,0,52,5,48.88832,2.35769,3,100,1,3,1,2,2,4,80,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
46309,27384394,0,69,2,48.85216,2.40194,3,100,1,4,1,1,2,4,20,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
46311,27384541,0,94,1,48.86831,2.35273,3,100,1,4,1,1,2,4,60,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0
46315,27385463,0,70,2,48.83089,2.34589,2,100,1,2,1,0,0,4,40,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0
46316,27386376,0,120,1,48.87354,2.36925,3,90,1,5,1,2,3,4,45,3,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
46317,27386413,0,79,1,48.87636,2.3349,3,90,1,2,1,0,1,4,40,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
46318,27386625,0,72,1,48.86688,2.3509,2,100,1,2,1,0,0,4,35,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
46320,27387185,0,180,300,48.87564,2.33602,1,85,1,5,1.5,3,4,4,300,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1
46321,27387404,0,70,1,48.89097,2.32319,3,100,1,2,1,1,2,4,15,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
46323,27388352,0,143,300,48.85338,2.3618,1,85,1,4,2,2,2,4,250,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1
46324,27388360,0,86,1,48.87044,2.323,2,100,1,2,1,0,0,4,40,3,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46326,27388736,0,80,2,48.87367,2.34298,3,86,1,2,1,0,0,4,30,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46327,27390057,1,75,6,48.8804,2.3506,3,100,12,2,1,1,2,4,5,3,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
46331,27393307,0,70,1,48.89783,2.33078,3,67,1,3,1,1,2,4,20,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
46332,27393578,0,80,1,48.83316,2.31569,3,90,1,2,1,0,1,4,30,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0
46333,27394059,0,55,1,48.87754,2.35694,3,100,1,2,1,1,1,4,30,3,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46334,27394223,0,84,1,48.87046,2.28787,3,100,1,2,1,1,1,4,48,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0
46335,27395181,0,60,1,48.88601,2.3861,2,100,1,2,1,1,1,4,25,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
46338,27398518,0,35,1,48.87166,2.38571,1,83,1,2,1,1,1,4,44,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0
46342,27399714,0,115,1,48.85922,2.37779,1,67,1,2,1,1,1,4,30,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
46345,27401385,0,50,1,48.85103,2.38902,3,100,1,2,1,1,0,4,10,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
46346,27402364,0,258,1,48.86111,2.35029,3,100,1,4,2,2,2,4,68,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,2
46347,27404613,0,80,1,48.8775,2.33988,3,100,1,4,1,1,2,4,60,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
46348,27409000,0,70,1,48.87717,2.29279,3,100,1,2,1,0,1,4,20,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0
46350,27411426,0,40,1,48.89098,2.33983,1,100,1,2,1,0,1,4,10,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46354,27414300,1,75,3,48.87948,2.36225,3,100,1,2,1,1,1,4,10,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0
46355,27414322,1,65,2,48.8315,2.28752,0,20,1,2,1,1,1,4,20,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
46358,27415113,0,38,1,48.88486,2.37473,3,100,1,2,1,0,1,4,45,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
46359,27415484,0,55,1,48.89497,2.34304,1,90,1,2,1,0,1,4,20,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46360,27416168,0,180,1,48.87199,2.32484,3,91,1,4,1,2,3,4,120,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0
46361,27417208,0,90,33,48.8377,2.29242,3,94,1,4,1,1,2,4,35,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46363,27418287,0,68,1,48.87886,2.34222,3,100,1,2,1,1,1,4,52,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
46364,27419798,0,71,1,48.86315,2.36825,3,100,1,2,1,1,1,4,52,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
46365,27419927,0,130,161,48.84949,2.37876,3,99,1,4,1,1,2,4,35,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
46368,27420971,0,70,1,48.85315,2.32982,3,100,1,2,1,0,0,4,70,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0
46369,27421014,0,130,1,48.86511,2.34923,2,90,1,2,1,1,1,4,30,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
46371,27421702,0,78,1,48.86742,2.35976,3,100,1,2,1,1,1,4,48,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
46372,27422013,0,139,1,48.86249,2.34123,3,100,1,2,1,0,0,4,45,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46375,27422626,0,210,1,48.85475,2.36279,3,100,1,6,1,2,2,4,50,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
46376,27422702,0,140,87,48.87257,2.29137,2,95,1,2,1,0,1,4,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2
46380,27423788,0,80,161,48.87899,2.3505,3,99,1,2,1,1,1,4,35,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46381,27424207,1,150,11,48.83958,2.2836,3,91,1,6,1,4,6,4,50,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
46382,27424528,0,90,1,48.84871,2.32207,0,33,1,3,1,1,1,4,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0
46383,27424542,0,100,1,48.83938,2.31285,3,90,1,4,1,3,3,4,50,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
46385,27424663,0,70,3,48.84194,2.31657,3,100,9,3,0.5,1,2,4,29,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0
46387,27425260,0,50,1,48.87029,2.3998,2,100,1,2,1,1,1,4,10,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
46389,27425717,0,150,96,48.87454,2.32237,3,100,1,4,1,1,2,4,99,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,2
46392,27427023,0,119,1,48.8386,2.32291,2,100,1,4,1,1,2,4,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
46393,27427101,0,69,14,48.86885,2.36556,3,100,1,3,1,0,0,4,70,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46395,27427941,0,50,1,48.85715,2.40336,3,100,1,3,1,0,2,4,48,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
46397,27429120,0,90,1,48.83044,2.33442,3,100,1,2,1.5,1,1,4,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0
46399,27429370,1,70,1,48.87191,2.37934,3,100,9,1,1,1,1,4,10,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0
46401,27431715,0,35,1,48.85177,2.40738,0,33,1,2,1,0,1,4,20,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46402,27431973,0,76,1,48.89123,2.339,3,100,1,3,1,1,2,4,60,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
46403,27432022,0,75,1,48.84804,2.3784,1,100,1,2,1,1,1,4,15,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
46405,27432743,0,39,2,48.88423,2.34294,3,100,1,1,1,0,1,4,0,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46407,27433787,0,121,1,48.84742,2.29706,3,100,1,5,1,2,3,4,77,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0
46409,27441746,0,140,5,48.86199,2.38034,3,100,1,4,1,1,2,4,55,3,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46411,27444854,0,95,1,48.8681,2.37371,1,100,1,2,1,1,1,4,45,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
46412,27444985,0,51,2,48.86807,2.35649,1,80,1,2,1,0,2,4,10,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46414,27445653,0,82,1,48.85974,2.36961,3,100,1,2,1,1,1,4,52,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
46416,27446396,0,65,1,48.87932,2.34787,3,100,1,2,1,2,1,4,30,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0
46417,27447053,0,58,1,48.893,2.37236,3,100,1,4,1,1,1,4,55,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
46419,27447713,0,80,27,48.86959,2.34807,3,96,1,2,1,0,1,4,25,3,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
46420,27448010,0,110,1,48.83987,2.28409,2,100,1,3,1,0,1,4,30,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46422,27450014,0,140,1,48.86859,2.27464,2,80,1,2,1,1,1,4,60,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
46426,27452321,0,104,1,48.89283,2.37094,3,100,1,2,2,1,1,4,48,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0
46429,27453600,0,390,87,48.88738,2.3197,2,95,1,6,1.5,3,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2
46430,27453711,0,250,1,48.85073,2.35968,3,100,19,6,1,2,3,4,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,2
46431,27453770,0,80,1,48.85901,2.38727,3,100,1,2,1,0,1,4,15,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
46432,27454928,0,50,1,48.86786,2.40109,3,100,1,4,1,0,2,4,15,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46435,27455931,0,270,10,48.8686,2.35244,3,100,1,8,1,2,3,4,89,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
46436,27456543,0,90,1,48.87243,2.39092,1,100,1,4,1,1,2,4,49,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0
46438,27457017,0,75,12,48.8828,2.33095,3,100,1,2,1,1,1,4,60,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46442,27458106,0,50,1,48.88422,2.31082,3,100,1,2,1,1,1,4,35,3,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46443,27458785,0,90,1,48.84296,2.3891,3,100,1,3,1,1,2,4,20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0
46445,27460423,0,65,1,48.88875,2.31721,3,100,1,4,1,1,2,4,15,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
46446,27460481,0,46,1,48.89611,2.34833,3,100,1,2,1,1,1,4,52,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
46451,27466704,0,264,1,48.83538,2.25501,1,90,1,6,2,3,4,4,70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2
46452,27468965,0,150,5,48.86115,2.37898,3,100,1,5,1,1,3,4,60,3,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46453,27472353,0,280,5,48.86041,2.38023,3,100,1,9,2,3,5,4,100,3,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
46454,27473058,0,70,1,48.88971,2.30559,3,100,1,3,1,1,1,4,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0
46455,27473783,0,89,1,48.81883,2.33217,3,100,1,6,1,2,3,4,22,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
46456,27473815,0,55,1,48.85241,2.37679,2,100,1,2,1,0,1,4,10,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46458,27473994,0,120,1,48.87095,2.36406,3,100,1,4,1,2,2,4,30,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
46460,27475820,0,70,1,48.8451,2.2958,1,100,1,4,1,1,2,4,60,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46461,27475876,0,55,1,48.85104,2.38272,3,100,1,2,1,1,1,4,50,3,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
46462,27476141,0,45,1,48.87175,2.3627,2,100,1,2,1,0,1,4,15,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46463,27476275,0,95,1,48.88931,2.35326,1,100,6,4,1,1,2,4,20,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
